Periodo,FechaNotificacion,UsuarioID,Rol,Actividad,TipoNotificacion,DiasAntes,MinutosAntes,HorasDespues,EstadoNotificacion,RespuestaRecibida,TiempoRespuesta,ExitoEntrega,Efectividad
2022-1,2022-05-26,485,Estudiante,Segunda Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-10-15,336,Estudiante,Cierre de Ciclo,Recordatorio,1,10,0,Enviada,1,5,Éxito,Baja
2024-1,2024-02-05,7027,Docente,Cierre de Ciclo,Justificación,2,0,0,Enviada,1,2,Éxito,Media
2020-2,2020-11-08,11109,Estudiante,Examen Parcial,Justificación,5,0,0,Enviada,1,5,Éxito,Baja
2020-1,2020-04-13,10580,Estudiante,Examen Parcial,Preparación,5,0,0,Enviada,1,9,Éxito,Baja
2022-1,2022-05-27,11555,Estudiante,Cuarta Práctica Calificada,Justificación,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-05-18,11737,Docente,Cierre de Ciclo,Preparación,1,0,0,Enviada,1,15,Éxito,Alta
2023-1,2023-04-11,955,Docente,Examen Parcial,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-02-11,603,Docente,Cierre de Ciclo,Recordatorio,2,0,0,Enviada,1,13,Éxito,Baja
2023-2,2023-12-18,7492,Docente,Segunda Práctica Calificada,Recordatorio,1,0,0,Enviada,1,12,Éxito,Alta
2020-2,2020-12-05,9132,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,24,Éxito,Baja
2020-2,2020-12-13,10475,Estudiante,Cierre de Ciclo,Preparación,2,10,0,Enviada,0,0,Éxito,Nula
2022-2,2022-08-25,12081,Estudiante,Inicio de Ciclo,Recordatorio,1,15,0,Fallida,0,0,Fallo,Nula
2020-1,2020-04-08,893,Estudiante,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,22,Éxito,Baja
2020-2,2020-12-14,6449,Estudiante,Segunda Práctica Calificada,Asistencia,1,0,0,Enviada,1,16,Éxito,Media
2022-1,2022-06-27,974,Estudiante,Segunda Práctica Calificada,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-01-08,9020,Docente,Inicio de Ciclo,Justificación,1,15,0,Enviada,0,0,Éxito,Nula
2023-1,2023-06-01,6238,Estudiante,Examen Parcial,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-04-01,7463,Docente,Cierre de Ciclo,Seguimiento,2,15,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-08-24,2888,Docente,Inicio de Ciclo,Asistencia,1,15,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-09-20,10155,Docente,Examen Sustitutorio,Preparación,1,0,0,Enviada,1,6,Éxito,Baja
2020-1,2020-05-22,411,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,1,27,Éxito,Alta
2023-2,2023-09-09,9739,Docente,Cuarta Práctica Calificada,Justificación,1,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-06-08,187,Docente,Examen Final,Asistencia,7,0,0,Enviada,1,25,Éxito,Alta
2023-1,2023-03-17,8434,Docente,Examen Parcial,Asistencia,7,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-03-15,3813,Docente,Examen Parcial,Preparación,3,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-08-19,7852,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-11-15,4708,Estudiante,Cierre de Ciclo,Justificación,1,10,0,Enviada,1,7,Éxito,Media
2022-2,2022-09-03,6002,Estudiante,Cuarta Práctica Calificada,Seguimiento,1,0,0,Enviada,1,26,Éxito,Media
2022-2,2022-11-26,1214,Docente,Examen Sustitutorio,Preparación,2,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-06-29,234,Docente,Cierre de Ciclo,Seguimiento,2,10,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-06-23,7655,Docente,Examen Sustitutorio,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-03-13,5014,Docente,Segunda Práctica Calificada,Seguimiento,5,0,0,Enviada,1,19,Éxito,Media
2021-2,2021-07-13,6100,Docente,Cuarta Práctica Calificada,Justificación,5,0,0,Enviada,1,20,Éxito,Baja
2023-2,2023-11-19,6550,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-02-06,10807,Docente,Segunda Práctica Calificada,Asistencia,1,0,0,Enviada,1,4,Éxito,Media
2020-2,2020-07-08,4840,Estudiante,Primera Práctica Calificada,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-05-11,764,Estudiante,Inicio de Ciclo,Justificación,2,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-20,3533,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-01,398,Estudiante,Inicio de Ciclo,Recordatorio,0,0,2,Enviada,1,8,Éxito,Baja
2021-2,2021-09-20,11282,Docente,Primera Práctica Calificada,Justificación,3,0,0,Enviada,1,4,Éxito,Alta
2021-2,2021-10-17,12020,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,14,Éxito,Baja
2021-2,2021-11-22,10256,Docente,Cierre de Ciclo,Justificación,2,10,0,Enviada,1,23,Éxito,Baja
2021-2,2021-12-04,6842,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-09-05,4096,Estudiante,Cierre de Ciclo,Preparación,1,0,0,Enviada,1,7,Éxito,Media
2021-1,2021-06-19,9799,Estudiante,Examen Sustitutorio,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-10-21,12561,Docente,Examen Final,Justificación,7,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-06-04,1352,Docente,Inicio de Ciclo,Justificación,0,0,2,Enviada,0,0,Éxito,Nula
2020-2,2020-10-21,1947,Docente,Cuarta Práctica Calificada,Justificación,5,0,0,Enviada,1,2,Éxito,Alta
2021-2,2021-12-25,12630,Docente,Examen Sustitutorio,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-07-21,11526,Estudiante,Tercera Práctica Calificada,Asistencia,1,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-06-26,9189,Estudiante,Segunda Práctica Calificada,Recordatorio,5,0,0,Enviada,1,1,Éxito,Baja
2023-1,2023-03-23,5895,Estudiante,Cierre de Ciclo,Recordatorio,0,15,0,Enviada,1,24,Éxito,Media
2022-1,2022-04-21,9271,Docente,Tercera Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-05-19,4980,Estudiante,Examen Sustitutorio,Recordatorio,0,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-12-09,6249,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-04-05,3169,Estudiante,Inicio de Ciclo,Preparación,0,10,2,Enviada,1,30,Éxito,Alta
2024-1,2024-03-14,9895,Estudiante,Cuarta Práctica Calificada,Recordatorio,5,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-07-20,2012,Estudiante,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,1,10,Éxito,Alta
2022-2,2022-10-08,9511,Estudiante,Examen Sustitutorio,Seguimiento,1,0,0,Enviada,1,7,Éxito,Media
2021-2,2021-11-20,7821,Estudiante,Examen Parcial,Recordatorio,7,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-01-28,1729,Docente,Primera Práctica Calificada,Justificación,3,0,0,Enviada,1,19,Éxito,Alta
2020-1,2020-05-06,11993,Docente,Cierre de Ciclo,Preparación,2,15,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-01-29,1881,Estudiante,Cierre de Ciclo,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-03-13,7428,Docente,Cierre de Ciclo,Recordatorio,0,15,0,Enviada,1,21,Éxito,Alta
2024-1,2024-02-22,11997,Estudiante,Examen Parcial,Asistencia,7,0,0,Enviada,1,29,Éxito,Baja
2021-1,2021-01-11,1111,Estudiante,Examen Parcial,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-01-16,6279,Docente,Examen Parcial,Recordatorio,5,0,0,Enviada,1,23,Éxito,Baja
2022-1,2022-01-04,32,Estudiante,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,23,Éxito,Media
2024-1,2024-04-03,3616,Docente,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,1,2,Éxito,Media
2024-1,2024-01-20,5364,Docente,Primera Práctica Calificada,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-11-02,10765,Docente,Primera Práctica Calificada,Justificación,1,0,0,Enviada,1,29,Éxito,Media
2024-1,2024-05-02,2690,Docente,Examen Sustitutorio,Preparación,0,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-02-06,701,Docente,Segunda Práctica Calificada,Justificación,1,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-04-09,8610,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-02-27,3166,Estudiante,Segunda Práctica Calificada,Justificación,3,0,0,Enviada,1,12,Éxito,Alta
2021-1,2021-05-02,5262,Docente,Examen Final,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-09-23,6960,Docente,Inicio de Ciclo,Justificación,2,15,0,Enviada,1,21,Éxito,Alta
2024-1,2024-05-19,8410,Docente,Tercera Práctica Calificada,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-03-22,9647,Estudiante,Examen Sustitutorio,Justificación,2,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-02-05,4592,Docente,Inicio de Ciclo,Preparación,0,0,1,Enviada,1,29,Éxito,Media
2023-2,2023-10-28,12214,Docente,Primera Práctica Calificada,Justificación,1,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-07-21,6656,Docente,Examen Sustitutorio,Asistencia,2,0,0,Enviada,1,4,Éxito,Alta
2021-2,2021-10-23,5966,Estudiante,Examen Final,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-10-05,8864,Docente,Cierre de Ciclo,Seguimiento,0,0,0,Enviada,1,7,Éxito,Baja
2021-1,2021-06-04,6223,Docente,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,2,Éxito,Alta
2021-1,2021-06-22,911,Docente,Segunda Práctica Calificada,Asistencia,5,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-07-19,1621,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,28,Éxito,Baja
2021-2,2021-08-04,8736,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,1,18,Éxito,Media
2023-2,2023-10-08,3515,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-10-15,9317,Docente,Examen Parcial,Recordatorio,5,0,0,Enviada,1,19,Éxito,Baja
2023-2,2023-12-03,960,Estudiante,Primera Práctica Calificada,Justificación,5,0,0,Enviada,1,12,Éxito,Media
2020-2,2020-07-12,4140,Docente,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,28,Éxito,Baja
2021-1,2021-02-06,1921,Estudiante,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,1,24,Éxito,Media
2021-2,2021-07-12,1544,Estudiante,Cuarta Práctica Calificada,Recordatorio,1,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-06-15,12270,Estudiante,Examen Parcial,Preparación,5,0,0,Enviada,1,4,Éxito,Media
2024-1,2024-05-05,5027,Estudiante,Examen Sustitutorio,Seguimiento,1,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-09-18,5320,Estudiante,Cierre de Ciclo,Seguimiento,0,10,0,Enviada,1,25,Éxito,Media
2024-1,2024-03-09,7830,Estudiante,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-12-17,10740,Estudiante,Tercera Práctica Calificada,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-08-02,5311,Docente,Examen Parcial,Recordatorio,7,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-02-28,7296,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-01-26,12846,Estudiante,Examen Parcial,Justificación,7,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-11-21,5728,Docente,Tercera Práctica Calificada,Preparación,3,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-06-19,11914,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,20,Éxito,Baja
2021-1,2021-05-16,8957,Estudiante,Examen Final,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-05-14,9962,Estudiante,Primera Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-01-10,12112,Estudiante,Segunda Práctica Calificada,Recordatorio,5,0,0,Enviada,1,15,Éxito,Baja
2023-2,2023-12-28,3052,Docente,Examen Parcial,Recordatorio,5,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-05-16,1688,Estudiante,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-04-20,1969,Docente,Cierre de Ciclo,Preparación,2,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-08-18,9659,Estudiante,Tercera Práctica Calificada,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-09-20,11346,Docente,Examen Parcial,Preparación,7,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-08-27,10372,Estudiante,Examen Final,Recordatorio,5,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-02-17,7064,Docente,Examen Sustitutorio,Justificación,1,0,0,Enviada,1,12,Éxito,Alta
2022-2,2022-10-25,8179,Estudiante,Examen Sustitutorio,Seguimiento,2,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-07-03,4027,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,1,10,Éxito,Media
2020-2,2020-11-23,189,Estudiante,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-10-08,8861,Docente,Primera Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-03-17,6968,Docente,Tercera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-08-27,1243,Docente,Cuarta Práctica Calificada,Seguimiento,1,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-05-14,7043,Estudiante,Tercera Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-08-03,9260,Estudiante,Cuarta Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-10-29,9376,Docente,Inicio de Ciclo,Seguimiento,0,15,1,Pendiente,0,0,Fallo,Nula
2024-1,2024-06-16,8102,Docente,Primera Práctica Calificada,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-03-19,4786,Docente,Inicio de Ciclo,Seguimiento,1,10,0,Enviada,1,25,Éxito,Baja
2022-2,2022-08-12,4176,Estudiante,Cierre de Ciclo,Recordatorio,2,10,0,Enviada,0,0,Éxito,Nula
2022-1,2022-04-29,5279,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-12,9499,Estudiante,Tercera Práctica Calificada,Preparación,5,0,0,Enviada,1,8,Éxito,Alta
2023-2,2023-10-27,7066,Estudiante,Examen Sustitutorio,Asistencia,0,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-09,710,Docente,Examen Sustitutorio,Seguimiento,2,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-12-08,279,Docente,Primera Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-01-21,7741,Estudiante,Cierre de Ciclo,Justificación,1,0,0,Enviada,1,3,Éxito,Media
2021-1,2021-03-01,3427,Docente,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,1,24,Éxito,Alta
2020-2,2020-09-16,8586,Estudiante,Tercera Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-09-20,5814,Docente,Tercera Práctica Calificada,Seguimiento,1,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-08-29,10664,Docente,Cierre de Ciclo,Recordatorio,0,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-01-28,11489,Docente,Inicio de Ciclo,Preparación,0,10,1,Fallida,0,0,Fallo,Nula
2023-2,2023-10-12,11079,Docente,Examen Sustitutorio,Asistencia,2,0,0,Enviada,1,24,Éxito,Baja
2022-2,2022-08-13,263,Estudiante,Inicio de Ciclo,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-05-26,2622,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,5,Éxito,Media
2020-2,2020-12-12,11837,Estudiante,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,22,Éxito,Alta
2022-1,2022-04-29,10908,Docente,Examen Final,Asistencia,7,0,0,Enviada,1,24,Éxito,Alta
2020-1,2020-06-11,3811,Estudiante,Tercera Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-01-31,698,Docente,Cierre de Ciclo,Justificación,0,0,0,Enviada,1,9,Éxito,Alta
2020-1,2020-03-17,6676,Docente,Examen Final,Preparación,5,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-10-21,9239,Estudiante,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-05-27,3017,Estudiante,Examen Parcial,Asistencia,3,0,0,Enviada,1,1,Éxito,Media
2023-1,2023-03-01,2346,Estudiante,Segunda Práctica Calificada,Recordatorio,1,0,0,Fallida,0,0,Fallo,Nula
2022-1,2022-02-25,174,Estudiante,Examen Sustitutorio,Seguimiento,1,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-06-02,6650,Estudiante,Tercera Práctica Calificada,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-02-02,6142,Estudiante,Examen Final,Asistencia,5,0,0,Enviada,1,10,Éxito,Alta
2021-1,2021-05-03,427,Docente,Tercera Práctica Calificada,Preparación,3,0,0,Enviada,1,1,Éxito,Alta
2020-1,2020-03-11,11169,Docente,Cierre de Ciclo,Preparación,2,10,0,Enviada,1,27,Éxito,Alta
2023-2,2023-11-15,5440,Estudiante,Examen Parcial,Seguimiento,3,0,0,Enviada,1,8,Éxito,Media
2023-2,2023-10-21,4603,Docente,Primera Práctica Calificada,Asistencia,5,0,0,Enviada,1,14,Éxito,Media
2022-2,2022-12-15,4842,Docente,Cuarta Práctica Calificada,Asistencia,5,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-02-16,8597,Estudiante,Examen Sustitutorio,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-09-19,5929,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-12-26,3924,Estudiante,Examen Parcial,Asistencia,5,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-04-17,7080,Docente,Examen Sustitutorio,Recordatorio,0,0,0,Enviada,1,27,Éxito,Alta
2023-2,2023-08-21,7516,Docente,Primera Práctica Calificada,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-24,9451,Docente,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-01-24,11116,Docente,Examen Final,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-02-21,10561,Estudiante,Examen Sustitutorio,Recordatorio,1,0,0,Enviada,1,5,Éxito,Alta
2023-1,2023-02-18,1934,Estudiante,Examen Parcial,Seguimiento,7,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-11-07,12482,Estudiante,Cierre de Ciclo,Justificación,1,10,0,Enviada,1,14,Éxito,Baja
2024-1,2024-06-24,3276,Estudiante,Cierre de Ciclo,Recordatorio,0,15,0,Enviada,1,2,Éxito,Baja
2024-1,2024-05-02,11985,Docente,Examen Parcial,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-09-30,9526,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-05-10,11393,Docente,Cierre de Ciclo,Seguimiento,0,15,0,Enviada,1,22,Éxito,Media
2022-1,2022-05-31,4403,Estudiante,Primera Práctica Calificada,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-04-17,9441,Estudiante,Tercera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-09-09,5322,Docente,Segunda Práctica Calificada,Justificación,5,0,0,Enviada,1,3,Éxito,Alta
2022-2,2022-12-16,9394,Docente,Examen Parcial,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-02-25,1255,Docente,Inicio de Ciclo,Justificación,1,10,0,Enviada,1,26,Éxito,Baja
2023-2,2023-10-08,4722,Docente,Cuarta Práctica Calificada,Recordatorio,3,0,0,Enviada,1,18,Éxito,Baja
2020-1,2020-02-08,5312,Estudiante,Inicio de Ciclo,Recordatorio,2,0,0,Enviada,1,17,Éxito,Media
2024-1,2024-02-25,7272,Estudiante,Examen Parcial,Recordatorio,3,0,0,Enviada,1,14,Éxito,Media
2024-1,2024-03-29,9472,Docente,Cierre de Ciclo,Asistencia,1,10,0,Enviada,1,4,Éxito,Alta
2021-2,2021-07-16,12485,Docente,Inicio de Ciclo,Asistencia,2,10,0,Enviada,1,24,Éxito,Baja
2020-1,2020-03-24,9618,Estudiante,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-12-22,4400,Estudiante,Examen Sustitutorio,Seguimiento,1,0,0,Enviada,1,4,Éxito,Alta
2023-1,2023-02-19,11083,Docente,Cuarta Práctica Calificada,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-07-11,8759,Docente,Examen Final,Justificación,5,0,0,Enviada,1,29,Éxito,Baja
2020-2,2020-08-08,11249,Estudiante,Examen Parcial,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-06-28,595,Estudiante,Examen Sustitutorio,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-03-26,5142,Estudiante,Segunda Práctica Calificada,Asistencia,1,0,0,Enviada,1,19,Éxito,Baja
2022-2,2022-10-07,6894,Estudiante,Cierre de Ciclo,Asistencia,2,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-02-12,6521,Docente,Inicio de Ciclo,Recordatorio,1,10,0,Enviada,0,0,Éxito,Nula
2023-1,2023-02-13,7167,Docente,Inicio de Ciclo,Recordatorio,2,10,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-06-30,10141,Estudiante,Tercera Práctica Calificada,Recordatorio,3,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-03-26,5045,Docente,Examen Final,Asistencia,5,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-11-26,365,Docente,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,14,Éxito,Media
2020-1,2020-03-12,4168,Estudiante,Primera Práctica Calificada,Justificación,1,0,0,Enviada,1,8,Éxito,Media
2024-1,2024-01-04,8656,Docente,Examen Parcial,Justificación,5,0,0,Enviada,1,24,Éxito,Alta
2021-2,2021-09-06,4676,Estudiante,Segunda Práctica Calificada,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-04-15,12120,Estudiante,Examen Sustitutorio,Seguimiento,1,0,0,Enviada,1,22,Éxito,Media
2020-1,2020-02-10,7906,Docente,Examen Parcial,Recordatorio,7,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-05-16,10992,Docente,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,1,10,Éxito,Alta
2022-1,2022-01-17,1936,Docente,Examen Final,Recordatorio,5,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-12,303,Docente,Examen Sustitutorio,Seguimiento,0,0,0,Enviada,1,17,Éxito,Alta
2023-1,2023-06-09,6627,Estudiante,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,7,Éxito,Baja
2023-2,2023-09-24,8109,Docente,Examen Parcial,Recordatorio,5,0,0,Enviada,1,10,Éxito,Baja
2023-2,2023-12-15,89,Estudiante,Segunda Práctica Calificada,Asistencia,5,0,0,Enviada,1,27,Éxito,Baja
2023-2,2023-07-30,1557,Docente,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,1,Éxito,Alta
2023-2,2023-12-05,10970,Docente,Cierre de Ciclo,Justificación,1,0,0,Enviada,1,6,Éxito,Alta
2022-2,2022-10-21,1196,Docente,Examen Parcial,Asistencia,5,0,0,Enviada,1,7,Éxito,Alta
2022-2,2022-07-16,5319,Docente,Examen Parcial,Justificación,3,0,0,Enviada,1,25,Éxito,Baja
2021-2,2021-10-05,11498,Docente,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,1,18,Éxito,Baja
2024-1,2024-02-04,8095,Estudiante,Examen Parcial,Recordatorio,7,0,0,Enviada,1,11,Éxito,Alta
2024-1,2024-05-25,8440,Estudiante,Examen Parcial,Asistencia,7,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-03-17,5780,Estudiante,Cierre de Ciclo,Preparación,2,15,0,Enviada,1,21,Éxito,Baja
2023-1,2023-06-22,11189,Docente,Cuarta Práctica Calificada,Preparación,3,0,0,Enviada,1,28,Éxito,Baja
2023-1,2023-02-20,4087,Docente,Examen Final,Preparación,5,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-04-30,4637,Docente,Cierre de Ciclo,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-09-06,8200,Docente,Inicio de Ciclo,Seguimiento,2,10,0,Enviada,1,3,Éxito,Baja
2023-2,2023-07-31,8946,Estudiante,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,1,2,Éxito,Baja
2023-2,2023-12-11,6441,Docente,Tercera Práctica Calificada,Recordatorio,5,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-01-30,1369,Estudiante,Primera Práctica Calificada,Justificación,3,0,0,Enviada,1,5,Éxito,Baja
2021-1,2021-06-01,8704,Estudiante,Tercera Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-04-28,1883,Docente,Tercera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-01-01,9229,Estudiante,Cuarta Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-07-16,9441,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-06-09,8816,Estudiante,Inicio de Ciclo,Justificación,0,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-04-04,11138,Docente,Examen Final,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-03-04,12735,Estudiante,Examen Sustitutorio,Seguimiento,1,0,0,Enviada,1,7,Éxito,Media
